Domain,Superphylum,Phylum,Class,Order,Family,Genus,Last,Size.min,Size.max,Cover,Shape,Spicule,Symmetry,Polarity,Colony,Motility,Chloroplast,Plast.origin,Ingestion.mode,Symbiontic,X,Resting.stage,Validation,Validation.I.O,Suspected.trophism,Source.1,Source.2,Source.3,Source.4,IN.OUT
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Lobochlamys,Lobochlamys,10,18,Organic,Elongated,0,Bilateral,Heteropolar,None,Swimmer,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,https://www.algaebase.org/search/species/detail/?species_id=86273&sk=0&from=results,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,NA,Chlamydomonadales,NA,NA,Organic,Elongated,0,Bilateral,Heteropolar,NA,Swimmer,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,"B_rard-Therriault, L., Poulin, M. and Boss_, L.: Guide dђidentification du phytoplankton marin de lђestuarie et du golfe du Saint-Laurent incluant _galement certains protozoaires., 1999.",,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Oogamochlamys,Oogamochlamys,16,50,Organic,Round,0,Bilateral,Heteropolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,https://www.algaebase.org/search/species/detail/?species_id=86273&sk=0&from=results,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Paulschulzia,Paulschulzia,10,20,Organic,Round,0,Bilateral,Heteropolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,https://www.ccap.ac.uk/catalogue/strain-58-3?search=Paulschulzia,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Pleurastrum,Pleurastrum,3,10,Organic,Round,0,Bilateral,Heteropolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,https://www.algaebase.org/search/species/detail/?species_id=60338&sk=0&from=results,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Tetrabaena,Tetrabaena,15,30,Organic,Round,0,Bilateral,Heteropolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,https://doi.org/10.1371/journal.pone.0081641,,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Coccomyxaceae,Coccomyxa,Coccomyxa,1,11,Organic,Round,0,Bilateral,Isopolar,None,Floater,1,Constitutive,Osmotrophic,Parasite,NA,1,1,OK,Phototroph,"Crespo, C., Rodrђguez, H., Segade, P., Iglesias, R. and Garcђa-Est_vez, J. M.: Coccomyxa sp. (Chlorophyta: Chlorococcales), a new pathogen in mussels (Mytilus galloprovincialis) of Vigo estuary (Galicia, NW Spain), J. Invertebr. Pathol., 102(3), 214_219, doi:10.1016/j.jip.2009.08.010, 2009.","Adl, S. M., Simpson, A. G. B., Lane, C. E., Luke??, J., Bass, D., Bowser, S. S., Brown, M. W., Burki, F., Dunthorn, M., Hampl, V., Heiss, A., Hoppenrath, M., Lara, E., Gall, L. Le, Lynn, D. H., McManus, H., Mitchell, E. A. D., Mozley-Stanridge, S. E., Parfrey, L. W., Pawlowski, J., Rueckert, S., Shadwick, L., Schoch, C. L., Smirnov, A. and Spiegel, F. W.: The revised classification of eukaryotes, J. Eukaryot. Microbiol., 59(5), 429_493, doi:10.1111/j.1550-7408.2012.00644.x, 2012.",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlorophyceae_X,Chlorophyceae_XX,Treubaria,Treubaria,6,30,Organic,Round,1,Spherical,Apolar,None,NA,1,Constitutive,Osmotrophic,No,NA,NA,1,OK,Phototroph,https://www.algaebase.org/search/genus/detail/?genus_id=43451&-session=abv4:AC1F08B118dbd22EB4kKF3246AAA,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,NA,NA,NA,Chlorophyceae,NA,NA,Organic,NA,NA,NA,NA,NA,NA,1,Constitutive,Osmotrophic,No,NA,NA,1,OK,Phototroph,NA,,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,NA,NA,NA,Chlorophyceae,NA,NA,Organic,NA,NA,NA,NA,NA,NA,1,Constitutive,Osmotrophic,No,NA,NA,1,OK,Phototroph,"B_rard-Therriault, L., Poulin, M. and Boss_, L.: Guide dђidentification du phytoplankton marin de lђestuarie et du golfe du Saint-Laurent incluant _galement certains protozoaires., 1999.",,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniales_X,Oedogonium,Oedogonium,10,40,Organic,Elongated,0,Bilateral,Heteropolar,Elongated,Attached,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,http://dx.doi.org/10.1002/9781118917152,,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,Monoraphidium,16,22.5,Organic,Elongated,0,Bilateral,Heteropolar,None,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,"Ramos, G. J. P., Bicudo, C. E. de M., Neto, A. G. and Moura, C. W. do N.: Monoraphidium and Ankistrodesmus (Chlorophyceae, Chlorophyta) from Pantanal dos Marimbus, Chapada Diamantina, Bahia State, Brazil, Hoehnea, 39(3), 421_434, 2012.","Deason, T. R., Silva, P. C., Watanabe, S. and Floyd, G. L.: Taxonomic status of the species of the green algal genus Neochloris, Plant Syst. Evol., 177(3_4), 213_219, doi:10.1007/BF00937958, 1991.","Lewis, L. A. and McCourt, R. M.: Green algae and the origin of land plants, Am. J. Bot., 91(10), 1535_1556, doi:10.3732/ajb.91.10.1535, 2004.",https://doi.org/10.1186/s12944-019-0996-5,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Ankistrodesmus,Ankistrodesmus,20,165,Organic,Elongated,0,Bilateral,Heteropolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,NA,1,OK,Phototroph,http://dx.doi.org/10.1002/9781118917152,,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Ankyra,Ankyra,15,150,Organic,Elongated,0,Bilateral,Heteropolar,None,Floater,1,Constitutive,Osmotrophic,No,NA,NA,1,OK,Phototroph,http://dx.doi.org/10.1002/9781118917152,http://cfb.unh.edu/phycokey/Choices/Chlorophyceae/unicells/non_flagellated/ANKYRA/Ankyra_key.html,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Bracteacoccus,Bracteacoccus,10,100,Organic,Round,0,Spherical,Heteropolar,None,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,https://www.algaebase.org/search/species/detail/?species_id=51406&sk=0&from=results,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Characiopodium,Characiopodium,NA,NA,Organic,Elongated,0,Bilateral,Heteropolar,None,Attached,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,https://www.algaebase.org/search/genus/detail/?genus_id=45252&-session=abv4:AC1F08B118dbd22EB4kKF3246AAA,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Coenochloris,Coenochloris,3,12,Organic,Round,0,Spherical,Heteropolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,https://www.algaebase.org/search/genus/detail/?genus_id=44105&-session=abv4:AC1F08B118dbd22EB4kKF3246AAA,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Desmodesmus,Desmodesmus,5,20,Organic,Round,1,Bilateral,Heteropolar,Elongated,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,"Olenina, I., Hajdu, S., Edler, L., Wasmund, N., Busch, S., G_bel, J., Gromisz, S., Huseby, S., Huttunen, M., Jaanus, A., Kokkonen, P., Ledaine, I. and Niemkiewicz, E.: Biovolumes and size-classes of phytoplankton in the Baltic Sea, HELCOM Balt.Sea Environ. Proc., 106(106), 144 pp, 2006.","Deason, T. R., Silva, P. C., Watanabe, S. and Floyd, G. L.: Taxonomic status of the species of the green algal genus Neochloris, Plant Syst. Evol., 177(3_4), 213_219, doi:10.1007/BF00937958, 1991.","Lewis, L. A. and McCourt, R. M.: Green algae and the origin of land plants, Am. J. Bot., 91(10), 1535_1556, doi:10.3732/ajb.91.10.1535, 2004.",,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Mychonastes,Mychonastes,5,30,Organic,Round,0,Bilateral,Apolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,NA,1,OK,Phototroph,https://www.algaebase.org/search/genus/detail/?genus_id=45862,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,NA,Sphaeropleales,NA,NA,Organic,NA,NA,NA,NA,NA,NA,1,Constitutive,Osmotrophic,NA,NA,NA,1,OK,Phototroph,NA,NA,NA,NA,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Planktosphaeria,Planktosphaeria,4.5,25,Organic,Round,0,Bilateral,Apolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,NA,1,OK,Phototroph,https://www.algaebase.org/search/genus/detail/?genus_id=43443,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Protodesmus,Protodesmus,NA,NA,Organic,NA,0,NA,NA,NA,Floater,1,Constitutive,Osmotrophic,NA,NA,NA,1,OK,Phototroph,https://www.algaebase.org/search/species/detail/?species_id=168619,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Pseudomuriella,Pseudomuriella,NA,NA,Organic,Round,0,Spherical,Apolar,None,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,https://doi.org/10.1111/jpy.12118,,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Pseudopediastrum,Pseudopediastrum,NA,NA,Organic,Round,0,Bilateral,Apolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,NA,1,OK,Phototroph,http://dx.doi.org/10.5507/fot.2014.005,,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Radiococcus,Radiococcus,3,15,Organic,Round,0,Spherical,Apolar,Elongated,Floater,1,Constitutive,Osmotrophic,No,NA,NA,1,OK,Phototroph,https://www.algaebase.org/search/genus/detail/?genus_id=44271,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Scenedesmus,Scenedesmus,3,78,Organic,Elongated,1,Bilateral,Heteropolar,Elongated,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,https://www.algaebase.org/search/genus/detail/?genus_id=43474,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Tetraedron,Tetraedron,8,22,Organic,Elongated,1,Asymetrical,Apolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,http://dx.doi.org/10.1002/9781118917152,https://www.algaebase.org/search/genus/detail/?genus_id=43394,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,Yes
Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyta_XX,Chlorophyta_XXX,Scotinosphaera,Scotinosphaera,12,213,Organic,Elongated,0,Bilateral,Heteropolar,None,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,http://dx.doi.org/10.2478/pfs-2018-0008,,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastigaceae-AB,Crustomastigaceae-AB,1.5,6,Organic,Round,0,Bilateral,Heteropolar,None,Swimmer,1,Constitutive,No,No,NA,0,1,OK,Phototroph,"Marin, B. and Melkonian, M.: Molecular Phylogeny and Classification of the Mamiellophyceae class. nov. (Chlorophyta) based on Sequence Comparisons of the Nuclear- and Plastid-encoded rRNA Operons, Protist, 161(2), 304_336, doi:10.1016/j.protis.2009.10.002, 2010.","Ohtsuka, S., Suzaki, T., Horiguchi, T., Suzuki, N. and Not, F.: Marine Protists: Diversity and Dynamics, Springer., edited by Springer, Tokyo., 2015.",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastigaceae-C,Crustomastigaceae-C,1.5,6,Organic,Round,0,Bilateral,Heteropolar,None,Swimmer,1,Constitutive,No,No,NA,0,1,OK,Phototroph,"Marin, B. and Melkonian, M.: Molecular Phylogeny and Classification of the Mamiellophyceae class. nov. (Chlorophyta) based on Sequence Comparisons of the Nuclear- and Plastid-encoded rRNA Operons, Protist, 161(2), 304_336, doi:10.1016/j.protis.2009.10.002, 2010.","Ohtsuka, S., Suzaki, T., Horiguchi, T., Suzuki, N. and Not, F.: Marine Protists: Diversity and Dynamics, Springer., edited by Springer, Tokyo., 2015.",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix,1.5,6,Organic,Round,0,Bilateral,Heteropolar,None,Swimmer,1,Constitutive,No,No,NA,0,1,OK,Phototroph,"Marin, B. and Melkonian, M.: Molecular Phylogeny and Classification of the Mamiellophyceae class. nov. (Chlorophyta) based on Sequence Comparisons of the Nuclear- and Plastid-encoded rRNA Operons, Protist, 161(2), 304_336, doi:10.1016/j.protis.2009.10.002, 2010.",,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,NA,Crustomastigaceae,1.5,6,Organic,Round,0,Bilateral,Heteropolar,None,Swimmer,1,Constitutive,No,No,NA,0,1,OK,Phototroph,"Marin, B. and Melkonian, M.: Molecular Phylogeny and Classification of the Mamiellophyceae class. nov. (Chlorophyta) based on Sequence Comparisons of the Nuclear- and Plastid-encoded rRNA Operons, Protist, 161(2), 304_336, doi:10.1016/j.protis.2009.10.002, 2010.","Ohtsuka, S., Suzaki, T., Horiguchi, T., Suzuki, N. and Not, F.: Marine Protists: Diversity and Dynamics, Springer., edited by Springer, Tokyo., 2015.",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae-A,Dolichomastigaceae-A,1.5,6,Organic,Round,0,Bilateral,Heteropolar,None,Swimmer,1,Constitutive,No,No,NA,0,1,OK,Phototroph,"Marin, B. and Melkonian, M.: Molecular Phylogeny and Classification of the Mamiellophyceae class. nov. (Chlorophyta) based on Sequence Comparisons of the Nuclear- and Plastid-encoded rRNA Operons, Protist, 161(2), 304_336, doi:10.1016/j.protis.2009.10.002, 2010.",,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae-B,Dolichomastigaceae-B,1.5,6,Organic,Round,0,Bilateral,Heteropolar,None,Swimmer,1,Constitutive,No,No,NA,0,1,OK,Phototroph,"Marin, B. and Melkonian, M.: Molecular Phylogeny and Classification of the Mamiellophyceae class. nov. (Chlorophyta) based on Sequence Comparisons of the Nuclear- and Plastid-encoded rRNA Operons, Protist, 161(2), 304_336, doi:10.1016/j.protis.2009.10.002, 2010.",,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastix,Dolichomastix,3,4.5,Organic,Round,0,Bilateral,Heteropolar,None,Swimmer,1,Constitutive,No,No,NA,0,1,OK,Phototroph,"Throndsen, J. and Zingone, A.: Dolichomastix tenuilepis sp. nov., a first insight into the microanatomy of the genus Dolichomastix (Mamiellales, Prasinophyceae, Chlorophyta), Phycologia, 36(3), 244_254, doi:10.2216/i0031-8884-36-3-244.1, 1997.","Marin, B. and Melkonian, M.: Molecular Phylogeny and Classification of the Mamiellophyceae class. nov. (Chlorophyta) based on Sequence Comparisons of the Nuclear- and Plastid-encoded rRNA Operons, Protist, 161(2), 304_336, doi:10.1016/j.protis.2009.10.002, 2010.","Ohtsuka, S., Suzaki, T., Horiguchi, T., Suzuki, N. and Not, F.: Marine Protists: Diversity and Dynamics, Springer., edited by Springer, Tokyo., 2015.",,Yes
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Monomastigales,Monomastigaceae,Monomastigaceae_X,Monomastigaceae,NA,NA,Organic,Round,0,Bilateral,Heteropolar,None,NA,1,Constitutive,No,No,NA,0,1,OK,Phototroph,"Vaulot, D., Eikrem, W., Viprey, M. and Moreau, H.: The diversity of small eukaryotic phytoplankton (< 3 µm) in marine ecosystems, FEMS Microbiol. Rev., 32(5), 795_820, doi:10.1111/j.1574-6976.2008.00121.x, 2008.",,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Monomastigales,Monomastigaceae,Monomastigaceae-A,Monomastigaceae-A,NA,NA,Organic,Round,0,Bilateral,Heteropolar,None,NA,1,Constitutive,No,No,NA,0,1,OK,Phototroph,"Vaulot, D., Eikrem, W., Viprey, M. and Moreau, H.: The diversity of small eukaryotic phytoplankton (< 3 µm) in marine ecosystems, FEMS Microbiol. Rev., 32(5), 795_820, doi:10.1111/j.1574-6976.2008.00121.x, 2008.",,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Monomastigales,Monomastigaceae,NA,Monomastigaceae,NA,NA,Organic,Round,0,Bilateral,Heteropolar,None,NA,1,Constitutive,No,No,NA,0,1,OK,Phototroph,"Vaulot, D., Eikrem, W., Viprey, M. and Moreau, H.: The diversity of small eukaryotic phytoplankton (< 3 µm) in marine ecosystems, FEMS Microbiol. Rev., 32(5), 795_820, doi:10.1111/j.1574-6976.2008.00121.x, 2008.",,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,NA,NA,NA,Mamiellophyceae,NA,NA,Organic,Round,0,Bilateral,Heteropolar,None,NA,1,Constitutive,No,No,NA,0,1,OK,Phototroph,"Vaulot, D., Eikrem, W., Viprey, M. and Moreau, H.: The diversity of small eukaryotic phytoplankton (< 3 µm) in marine ecosystems, FEMS Microbiol. Rev., 32(5), 795_820, doi:10.1111/j.1574-6976.2008.00121.x, 2008.",,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Geminella,Geminella,5,25,Organic,Round,0,Bilateral,Heteropolar,Elongated,Floater,1,Constitutive,Osmotrophic,No,NA,0,1,OK,Phototroph,http://dx.doi.org/10.1002/9781118917152,,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorella,Chlorella,2,10,Organic,Round,0,Spherical,Apolar,None,Floater,1,Constitutive,Osmotrophic,Parasite,NA,0,1,OK,Phototroph,https://doi.org/10.1016/S1937-6448(10)79002-X,http://dx.doi.org/10.1002/9781118917152,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_XX,Chlorellales,NA,NA,Organic,NA,0,Bilateral,Isopolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,http://dx.doi.org/10.1002/9781118917152,,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Chlorellales_XX,Chlorellales,NA,NA,Organic,NA,0,Bilateral,Isopolar,None,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,http://dx.doi.org/10.1002/9781118917152,,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Dictyosphaerium,Dictyosphaerium,3,10,Organic,Round,0,Bilateral,Heteropolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,NA,1,OK,Phototroph,https://www.algaebase.org/search/genus/detail/?genus_id=43503,http://dx.doi.org/10.1002/9781118917152,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,Yes
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Franceia,Franceia,2,19,Organic,Round,1,Bilateral,Heteropolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,NA,1,OK,Phototroph,https://www.algaebase.org/search/genus/detail/?genus_id=43433,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Hindakia,Hindakia,4.5,6,Organic,Round,0,Spherical,Heteropolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,https://www.algaebase.org/search/genus/detail/?genus_id=51087,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Micractinium,Micractinium,3,7,Organic,Round,1,Spherical,Heteropolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,NA,1,OK,Phototroph,http://dx.doi.org/10.1002/9781118917152,,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,NA,Chlorellales,NA,NA,Organic,NA,0,Bilateral,Isopolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,http://dx.doi.org/10.1002/9781118917152,,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,NA,Chlorellales,NA,NA,Organic,NA,0,Bilateral,Isopolar,None,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,http://dx.doi.org/10.1002/9781118917152,,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Nannochloris,Nannochloris,2,4,Organic,Round,0,Spherical,Isopolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,NA,1,OK,Phototroph,https://www.algaebase.org/search/genus/detail/?genus_id=43402,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Neglectella,Neglectella,10,60,Organic,Round,0,Bilateral,Heteropolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,NA,1,OK,Phototroph,https://www.algaebase.org/search/genus/detail/?genus_id=44262,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Oocystella,Oocystella,4,32,Organic,Round,0,Bilateral,Heteropolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,https://www.algaebase.org/search/genus/detail/?genus_id=44332,"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Oocystis,Oocystis,4,50,Organic,Elongated,0,Bilateral,Heteropolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,NA,1,OK,Phototroph,http://dx.doi.org/10.1002/9781118917152,,,,Yes
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Pleurastrosarcina,Pleurastrosarcina,7,9,Organic,Round,0,Spherical,Isopolar,Round,Floater,1,Constitutive,Osmotrophic,No,NA,1,1,OK,Phototroph,https://doi.org/10.1007/s00792-019-01108-5,,,,Yes
